state,source,scrape_ts,game_number,game_name,price,overall_odds_1_in,top_prize_amount,top_prizes_remaining,all_prizes_remaining,status,detail_url,prize_data,true_ev
NJ,lottery_net,2026-01-19T01:17:07.333346+00:00,1810,"$5,000 Loaded",5.0,4.04,5000.0,,30,active,https://scratchcards.net/new-jersey/1810,"[{'prize': 5000.0, 'remaining': 30, 'is_ticket': False}, {'prize': 500.0, 'remaining': 219, 'is_ticket': False}, {'prize': 100.0, 'remaining': 2, 'is_ticket': False}, {'prize': 50.0, 'remaining': 11, 'is_ticket': False}, {'prize': 20.0, 'remaining': 55, 'is_ticket': False}, {'prize': 10.0, 'remaining': 91, 'is_ticket': False}, {'prize': 0.0, 'remaining': 120, 'is_ticket': True}]",497.84090909090907
NJ,lottery_net,2026-01-19T01:17:07.333355+00:00,1811,"$10,000 Loaded",10.0,3.79,10000.0,,71,active,https://scratchcards.net/new-jersey/1811,"[{'prize': 10000.0, 'remaining': 71, 'is_ticket': False}, {'prize': 2000.0, 'remaining': 35, 'is_ticket': False}, {'prize': 500.0, 'remaining': 1, 'is_ticket': False}, {'prize': 200.0, 'remaining': 3, 'is_ticket': False}, {'prize': 150.0, 'remaining': 3, 'is_ticket': False}, {'prize': 100.0, 'remaining': 50, 'is_ticket': False}, {'prize': 50.0, 'remaining': 39, 'is_ticket': False}, {'prize': 30.0, 'remaining': 109, 'is_ticket': False}, {'prize': 20.0, 'remaining': 330, 'is_ticket': False}, {'prize': 0.0, 'remaining': 336, 'is_ticket': True}]",820.603889457523
NJ,lottery_net,2026-01-19T01:17:07.333366+00:00,1812,"$20,000 Loaded",20.0,4.01,20000.0,,59,active,https://scratchcards.net/new-jersey/1812,"[{'prize': 20000.0, 'remaining': 59, 'is_ticket': False}, {'prize': 2000.0, 'remaining': 38, 'is_ticket': False}, {'prize': 500.0, 'remaining': 11, 'is_ticket': False}, {'prize': 200.0, 'remaining': 33, 'is_ticket': False}, {'prize': 100.0, 'remaining': 79, 'is_ticket': False}, {'prize': 50.0, 'remaining': 158, 'is_ticket': False}, {'prize': 40.0, 'remaining': 144, 'is_ticket': False}, {'prize': 0.0, 'remaining': 289, 'is_ticket': True}]",1597.3366214549937
NJ,lottery_net,2026-01-19T01:17:07.333375+00:00,1816,"$50,000 Loaded",30.0,3.65,50000.0,,27,active,https://scratchcards.net/new-jersey/1816,"[{'prize': 50000.0, 'remaining': 27, 'is_ticket': False}, {'prize': 5000.0, 'remaining': 9, 'is_ticket': False}, {'prize': 500.0, 'remaining': 10, 'is_ticket': False}, {'prize': 200.0, 'remaining': 32, 'is_ticket': False}, {'prize': 100.0, 'remaining': 54, 'is_ticket': False}, {'prize': 50.0, 'remaining': 132, 'is_ticket': False}, {'prize': 0.0, 'remaining': 135, 'is_ticket': True}]",3565.0375939849623
NJ,lottery_net,2026-01-19T01:17:07.333385+00:00,1817,Win For Life!,3.0,4.82,5000.0,,1,active,https://scratchcards.net/new-jersey/1817,"[{'prize': 5000.0, 'remaining': 1, 'is_ticket': False}, {'prize': 5000.0, 'remaining': 2, 'is_ticket': False}, {'prize': 1000.0, 'remaining': 6, 'is_ticket': False}, {'prize': 200.0, 'remaining': 66, 'is_ticket': False}, {'prize': 100.0, 'remaining': 856, 'is_ticket': False}, {'prize': 40.0, 'remaining': 1, 'is_ticket': False}, {'prize': 30.0, 'remaining': 6, 'is_ticket': False}, {'prize': 20.0, 'remaining': 15, 'is_ticket': False}, {'prize': 15.0, 'remaining': 3, 'is_ticket': False}, {'prize': 10.0, 'remaining': 34, 'is_ticket': False}, {'prize': 5.0, 'remaining': 33, 'is_ticket': False}, {'prize': 0.0, 'remaining': 116, 'is_ticket': True}]",106.42493415276559
NJ,lottery_net,2026-01-19T01:17:07.333395+00:00,1819,Merry Money Multiplier,2.0,4.22,10000.0,,2,active,https://scratchcards.net/new-jersey/1819,"[{'prize': 10000.0, 'remaining': 2, 'is_ticket': False}, {'prize': 1000.0, 'remaining': 10, 'is_ticket': False}, {'prize': 500.0, 'remaining': 49, 'is_ticket': False}, {'prize': 100.0, 'remaining': 861, 'is_ticket': False}, {'prize': 50.0, 'remaining': 5, 'is_ticket': False}, {'prize': 20.0, 'remaining': 24, 'is_ticket': False}, {'prize': 10.0, 'remaining': 50, 'is_ticket': False}, {'prize': 5.0, 'remaining': 26, 'is_ticket': False}, {'prize': 4.0, 'remaining': 150, 'is_ticket': False}, {'prize': 0.0, 'remaining': 221, 'is_ticket': True}]",102.29041487839771
NJ,lottery_net,2026-01-19T01:17:07.333405+00:00,1821,Winter Winnings,10.0,3.86,500000.0,,1,active,https://scratchcards.net/new-jersey/1821,"[{'prize': 500000.0, 'remaining': 1, 'is_ticket': False}, {'prize': 5000.0, 'remaining': 0, 'is_ticket': False}, {'prize': 2000.0, 'remaining': 2, 'is_ticket': False}, {'prize': 500.0, 'remaining': 267, 'is_ticket': False}, {'prize': 200.0, 'remaining': 565, 'is_ticket': False}, {'prize': 100.0, 'remaining': 6, 'is_ticket': False}, {'prize': 50.0, 'remaining': 20, 'is_ticket': False}, {'prize': 30.0, 'remaining': 15, 'is_ticket': False}, {'prize': 20.0, 'remaining': 40, 'is_ticket': False}, {'prize': 0.0, 'remaining': 76, 'is_ticket': True}]",760.1915322580645
NJ,lottery_net,2026-01-19T01:17:07.333415+00:00,1823,"$1,000,000 Spectacular",10.0,3.9,1000000.0,,0,active,https://scratchcards.net/new-jersey/1823,"[{'prize': 1000000.0, 'remaining': 0, 'is_ticket': False}, {'prize': 10000.0, 'remaining': 2, 'is_ticket': False}, {'prize': 2000.0, 'remaining': 21, 'is_ticket': False}, {'prize': 1000.0, 'remaining': 26, 'is_ticket': False}, {'prize': 500.0, 'remaining': 855, 'is_ticket': False}, {'prize': 200.0, 'remaining': 1, 'is_ticket': False}, {'prize': 100.0, 'remaining': 14, 'is_ticket': False}, {'prize': 50.0, 'remaining': 14, 'is_ticket': False}, {'prize': 20.0, 'remaining': 72, 'is_ticket': False}, {'prize': 0.0, 'remaining': 127, 'is_ticket': True}]",459.8144876325088
NJ,lottery_net,2026-01-19T01:17:07.333424+00:00,1825,Birthday Surprise,2.0,4.53,10000.0,,0,active,https://scratchcards.net/new-jersey/1825,"[{'prize': 10000.0, 'remaining': 0, 'is_ticket': False}, {'prize': 1000.0, 'remaining': 2, 'is_ticket': False}, {'prize': 500.0, 'remaining': 20, 'is_ticket': False}, {'prize': 100.0, 'remaining': 233, 'is_ticket': False}, {'prize': 50.0, 'remaining': 996, 'is_ticket': False}, {'prize': 20.0, 'remaining': 8, 'is_ticket': False}, {'prize': 10.0, 'remaining': 19, 'is_ticket': False}, {'prize': 5.0, 'remaining': 25, 'is_ticket': False}, {'prize': 4.0, 'remaining': 28, 'is_ticket': False}, {'prize': 0.0, 'remaining': 37, 'is_ticket': True}, {'prize': 0.0, 'remaining': 34, 'is_ticket': True}]",61.218972895863054
NJ,lottery_net,2026-01-19T01:17:07.333434+00:00,1832,Crossword,3.0,4.89,20000.0,,1,active,https://scratchcards.net/new-jersey/1832,"[{'prize': 20000.0, 'remaining': 1, 'is_ticket': False}, {'prize': 5000.0, 'remaining': 0, 'is_ticket': False}, {'prize': 500.0, 'remaining': 0, 'is_ticket': False}, {'prize': 100.0, 'remaining': 1, 'is_ticket': False}, {'prize': 25.0, 'remaining': 15, 'is_ticket': False}, {'prize': 10.0, 'remaining': 25, 'is_ticket': False}, {'prize': 5.0, 'remaining': 47, 'is_ticket': False}, {'prize': 0.0, 'remaining': 115, 'is_ticket': True}]",104.43627450980392
